name,location,city,state,ownership,rating,nirf_rank,courses_count,exams_accepted,tuition_fees,image_url,description
"Sree Sowdambika College of Engineering, [SSCE] Villupuram","Viluppuram, Tamil Nadu",Viluppuram,Tamil Nadu,Private,N/A,N/A,2 Courses,None,-/-,,"Sree Sowdambika College of Engineering, [SSCE] Villupuram is a Private College, located in Viluppuram, Tamil Nadu. Sree Sowdambika College of Engineering, [SSCE] Villupuram offers 2 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, ME in multiple disciplines."
"Pandiyan Saraswathi Yadav Engineering College, [PSYEC] Sivaganga","Sivaganga, Tamil Nadu",Sivaganga,Tamil Nadu,Private,4.3,N/A,4 Courses,None,-/-,,"Pandiyan Saraswathi Yadav Engineering College, [PSYEC] Sivaganga is a Private College, located in Sivaganga, Tamil Nadu. Pandiyan Saraswathi Yadav Engineering College, [PSYEC] Sivaganga offers 4 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, ME, BTech, MTech in multiple disciplines."
Annai Mathammal Sheela Engineering College,"Namakkal, Tamil Nadu",Namakkal,Tamil Nadu,Private,N/A,N/A,6 Courses,TANCET,-/-,,"Annai Mathammal Sheela Engineering College is a Private College, located in Namakkal, Tamil Nadu. Annai Mathammal Sheela Engineering College offers 6 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, MCA, ME, BTech, MBA, MTech in multiple disciplines."
Arulmigu Meenakshi Amman College of Education,"Kanchipuram, Tamil Nadu",Kanchipuram,Tamil Nadu,Private,N/A,N/A,2 Courses,None,-/-,,"Arulmigu Meenakshi Amman College of Education is a Private College, located in Kanchipuram, Tamil Nadu. Arulmigu Meenakshi Amman College of Education offers 2 courses at the Masters, Bachelors Levels such as M.Ed, B.Ed in multiple disciplines."
Excel College of Engineering and Technology,"Namakkal, Tamil Nadu",Namakkal,Tamil Nadu,Private,N/A,N/A,3 Courses,None,-/-,,"Excel College of Engineering and Technology is a Private College, located in Namakkal, Tamil Nadu. Excel College of Engineering and Technology offers 3 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, ME, BTech in multiple disciplines."
"SCAD Collage of Engineering and Technology, [SCADCET] Thiruchirapalli","Tirunelveli, Tamil Nadu",Tirunelveli,Tamil Nadu,Private,2.6,N/A,3 Courses,None,-/-,,"SCAD Collage of Engineering and Technology, [SCADCET] Thiruchirapalli is a Private College, located in Tirunelveli, Tamil Nadu. SCAD Collage of Engineering and Technology, [SCADCET] Thiruchirapalli offers 3 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, ME, MBA in multiple disciplines."
"SCAD Engineering College, [SCADEC] Tirunelveli","Tirunelveli, Tamil Nadu",Tirunelveli,Tamil Nadu,Private,N/A,N/A,1 Courses,None,-/-,,"SCAD Engineering College, [SCADEC] Tirunelveli is a Private College, located in Tirunelveli, Tamil Nadu. SCAD Engineering College, [SCADEC] Tirunelveli offers 1 courses at the Bachelors Levels such as Bachelor of Engineering in multiple disciplines."
KEC - Kavery Engineering College,"Salem, Tamil Nadu",Salem,Tamil Nadu,Private,2.1,N/A,3 Courses,None,-/-,,"KEC - Kavery Engineering College is a Private College, located in Salem, Tamil Nadu. KEC - Kavery Engineering College offers 3 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, ME, BTech in multiple disciplines."
"Maria College of Engineering and Technology (MCET, Kanyakumari)","Kanyakumari, Tamil Nadu",Kanyakumari,Tamil Nadu,Private,N/A,N/A,1 Courses,None,-/-,,"Maria College of Engineering and Technology (MCET, Kanyakumari) is a Private College, located in Kanyakumari, Tamil Nadu. Maria College of Engineering and Technology (MCET, Kanyakumari) offers 1 courses at the Bachelors Levels such as Bachelor of Engineering in multiple disciplines."
Thirumalai Engineering College,"Kanchipuram, Tamil Nadu",Kanchipuram,Tamil Nadu,Private,4.5,N/A,1 Courses,None,₹50 K,,"Thirumalai Engineering College is a Private College, located in Kanchipuram, Tamil Nadu. Thirumalai Engineering College offers 1 courses at the Masters Levels such as ME in multiple disciplines."
"Thiruvalluvar College of Engineering and Technology, Vandavasi","Papanasam, Tamil Nadu",Papanasam,Tamil Nadu,Private,N/A,N/A,3 Courses,None,₹35 K-50 K,,"Thiruvalluvar College of Engineering and Technology, Vandavasi is a Private College, located in Papanasam, Tamil Nadu. Thiruvalluvar College of Engineering and Technology, Vandavasi offers 3 courses at the Masters, Bachelors Levels such as MCA, BTech, MTech in multiple disciplines."
Sasurie Academy of Engineering,"Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,Private,N/A,N/A,4 Courses,None,-/-,,"Sasurie Academy of Engineering is a Private College, located in Coimbatore, Tamil Nadu. Sasurie Academy of Engineering offers 4 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, ME, BTech, MBA in multiple disciplines."
Annai Mira College of Engineering And Technology,"Vellore, Tamil Nadu",Vellore,Tamil Nadu,Private,N/A,N/A,1 Courses,None,-/-,,"Annai Mira College of Engineering And Technology is a Private College, located in Vellore, Tamil Nadu. Annai Mira College of Engineering And Technology offers 1 courses at the Bachelors Levels such as Bachelor of Engineering in multiple disciplines."
Bethlahem Institute of Engineering,"Kanyakumari, Tamil Nadu",Kanyakumari,Tamil Nadu,Private,N/A,N/A,3 Courses,None,-/-,,"Bethlahem Institute of Engineering is a Private College, located in Kanyakumari, Tamil Nadu. Bethlahem Institute of Engineering offers 3 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, ME, BTech in multiple disciplines."
Oxford Engineering College,"Trichy, Tamil Nadu",Trichy,Tamil Nadu,Private,N/A,N/A,4 Courses,None,-/-,,"Oxford Engineering College is a Private College, located in Trichy, Tamil Nadu. Oxford Engineering College offers 4 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, ME, BTech, MBA in multiple disciplines."
Northern Institute of Engineering Technical Campus (NIET Alwar),"Alwar, Rajasthan",Alwar,Rajasthan,Private,3.9,N/A,2 Courses,"CAT, JEE Main",-/-,,"Northern Institute of Engineering Technical Campus (NIET Alwar) is a Private College, located in Alwar, Rajasthan. Northern Institute of Engineering Technical Campus (NIET Alwar) offers 2 courses at the Bachelors, Masters Levels such as BTech, MBA in multiple disciplines."
"Venkateshwara Institute of Technology, [VIT] Meerut","Meerut, Uttar Pradesh",Meerut,Uttar Pradesh,Private,N/A,N/A,2 Courses,CAT,-/-,,"Venkateshwara Institute of Technology, [VIT] Meerut is a Private College, located in Meerut, Uttar Pradesh. Venkateshwara Institute of Technology, [VIT] Meerut offers 2 courses at the Bachelors, Masters Levels such as BTech, MBA in multiple disciplines."
"IEC Group of Institutions, Greater Noida","Greater Noida, Uttar Pradesh",Greater Noida,Uttar Pradesh,Private,3.0,N/A,11 Courses,"GPAT, UPTU",₹53 K-4.53 L,https://media.getmyuni.com/azure/college-image/small/iec-group-of-institutions-new-delhi.jpg,"IEC Group of Institutions, Greater Noida is a Private College, located in Greater Noida, Uttar Pradesh. IEC Group of Institutions, Greater Noida offers 11 courses at the Bachelors, Masters Levels such as BBA, BCA, LLB, B.Pharmacy, MCA, BA Hons, BCom, BSc, BTech, M.Pharm, MTech in multiple disciplines."
Laxmi Devi Institute of Engineering and Technology (LIET),"Alwar, Rajasthan",Alwar,Rajasthan,Private,2.7,N/A,3 Courses,None,₹96 K-2.24 L,https://media.getmyuni.com/azure/college-image/small/laxmi-devi-institute-of-engineering-technology-liet-alwar.jpg,"Laxmi Devi Institute of Engineering and Technology (LIET) is a Private College, located in Alwar, Rajasthan. Laxmi Devi Institute of Engineering and Technology (LIET) offers 3 courses at the Bachelors, Masters Levels such as BTech, MBA, MTech in multiple disciplines."
"RIG Institute of Hospitality and Management, Greater Noida","Greater Noida, Uttar Pradesh",Greater Noida,Uttar Pradesh,Public,4.3,N/A,5 Courses,None,₹1.80 L-4.26 L,https://media.getmyuni.com/azure/college-image/small/rig-institute-of-hospitality-and-management-righm-greater-noida.jpg,"RIG Institute of Hospitality and Management, Greater Noida is a Public College, located in Greater Noida, Uttar Pradesh. RIG Institute of Hospitality and Management, Greater Noida offers 5 courses at the Bachelors, Masters Levels such as BBA, BCA, BSc, MTTM, BTS in multiple disciplines."
"Babu Banarsi Das Institute of Technology, [BBDIT] Deoria","Ghaziabad, Uttar Pradesh",Ghaziabad,Uttar Pradesh,Private,N/A,N/A,3 Courses,JEE Main,-/-,https://media.getmyuni.com/azure/college-image/small/babu-banarsi-das-institute-of-technology-bbdit-deoria.jpg,"Babu Banarsi Das Institute of Technology, [BBDIT] Deoria is a Private College, located in Ghaziabad, Uttar Pradesh. Babu Banarsi Das Institute of Technology, [BBDIT] Deoria offers 3 courses at the Bachelors, Masters Levels such as BTech, MBA, MTech in multiple disciplines."
"College of Engg & Rural Technology, Meerut","Meerut, Uttar Pradesh",Meerut,Uttar Pradesh,Private,N/A,N/A,N/A,None,-/-,https://media.getmyuni.com/azure/college-image/small/college-of-engg-rural-technology-meerut.jpg,
"Priyadarshini College of Computer Sciences, [PCCS] Noida","Noida, Uttar Pradesh",Noida,Uttar Pradesh,Private,N/A,N/A,4 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/priyadarshini-college-of-computer-sciences-pccs-noida.jpg,"Priyadarshini College of Computer Sciences, [PCCS] Noida is a Private College, located in Noida, Uttar Pradesh. Priyadarshini College of Computer Sciences, [PCCS] Noida offers 4 courses at the Bachelors, Masters Levels such as LLB, BTech, MBA, MTech in multiple disciplines."
"IIMT Engineering College, Meerut","Meerut, Uttar Pradesh",Meerut,Uttar Pradesh,Private,3.1,N/A,4 Courses,MAT,₹1.16 L-2.20 L,,"IIMT Engineering College, Meerut is a Private College, located in Meerut, Uttar Pradesh. IIMT Engineering College, Meerut offers 4 courses at the Masters, Bachelors Levels such as MCA, BTech, MBA, MTech in multiple disciplines."
"RTC Institute of Technology (RTCIT, Ranchi)","Ranchi, Jharkhand",Ranchi,Jharkhand,Private,N/A,N/A,2 Courses,JCECE,₹1.80 L-3.20 L,,"RTC Institute of Technology (RTCIT, Ranchi) is a Private College, located in Ranchi, Jharkhand. RTC Institute of Technology (RTCIT, Ranchi) offers 2 courses at the Bachelors Levels such as BBA, BTech in multiple disciplines."
"National Centre for Antarctic and Ocean Research, South Goa","South Goa, Goa",South Goa,Goa,Public,N/A,N/A,2 Courses,None,-/-,,"National Centre for Antarctic and Ocean Research, South Goa is a Public College, located in South Goa, Goa. National Centre for Antarctic and Ocean Research, South Goa offers 2 courses at the Masters, Doctorate Levels such as MTech, PhD in multiple disciplines."
Kshatriya College of Engineering (KCEA),"Nizamabad, Telangana",Nizamabad,Telangana,Private,4.7,N/A,3 Courses,"AP PGECET, AP EAMCET",-/-,,"Kshatriya College of Engineering (KCEA) is a Private College, located in Nizamabad, Telangana. Kshatriya College of Engineering (KCEA) offers 3 courses at the Bachelors, Masters Levels such as BTech, MBA, MTech in multiple disciplines."
"Sai Spurthi Institute of Technology (SSIT, Khammam)","Khammam, Telangana",Khammam,Telangana,Private,3.9,N/A,2 Courses,TS EAMCET,-/-,,"Sai Spurthi Institute of Technology (SSIT, Khammam) is a Private College, located in Khammam, Telangana. Sai Spurthi Institute of Technology (SSIT, Khammam) offers 2 courses at the Bachelors, Masters Levels such as BTech, MBA in multiple disciplines."
"Chaitanya Institute of Technolgy and Science, [CITS] Warangal","Warangal, Telangana",Warangal,Telangana,Private,4.3,N/A,2 Courses,TS EAMCET,-/-,,"Chaitanya Institute of Technolgy and Science, [CITS] Warangal is a Private College, located in Warangal, Telangana. Chaitanya Institute of Technolgy and Science, [CITS] Warangal offers 2 courses at the Bachelors, Masters Levels such as BTech, MTech in multiple disciplines."
Mother Teresa Institute of Science and Technology,"Khammam, Telangana",Khammam,Telangana,Private,5,N/A,3 Courses,"AP PGECET, JEE Main",-/-,,"Mother Teresa Institute of Science and Technology is a Private College, located in Khammam, Telangana. Mother Teresa Institute of Science and Technology offers 3 courses at the Bachelors, Masters Levels such as BTech, MBA, MTech in multiple disciplines."
"PRRM Engineering College, [PRRMEC] Rangareddi","Ranga Reddy, Telangana",Ranga Reddy,Telangana,Private,N/A,N/A,2 Courses,None,-/-,,"PRRM Engineering College, [PRRMEC] Rangareddi is a Private College, located in Ranga Reddy, Telangana. PRRM Engineering College, [PRRMEC] Rangareddi offers 2 courses at the Bachelors, Masters Levels such as BTech, MTech in multiple disciplines."
"Aayojan School of Architecture, Jaipur","Jaipur, Rajasthan",Jaipur,Rajasthan,Private,4,N/A,2 Courses,NATA,-/-,,"Aayojan School of Architecture, Jaipur is a Private College, located in Jaipur, Rajasthan. Aayojan School of Architecture, Jaipur offers 2 courses at the Bachelors, Masters Levels such as B.Arch, M.Arch in multiple disciplines."
"Sobhasaria Engineering College, [SEC] Sikar","Sikar, Rajasthan",Sikar,Rajasthan,Private,3.8,N/A,4 Courses,"CMAT, JEE Main",-/-,,"Sobhasaria Engineering College, [SEC] Sikar is a Private College, located in Sikar, Rajasthan. Sobhasaria Engineering College, [SEC] Sikar offers 4 courses at the Masters, Bachelors Levels such as MAM, BTech, MBA, MTech in multiple disciplines."
"Jagan Nath Gupta Institute of Engineering & Technology, [JNGIET] Jaipur","Jaipur, Rajasthan",Jaipur,Rajasthan,Private,N/A,N/A,1 Courses,None,-/-,,"Jagan Nath Gupta Institute of Engineering & Technology, [JNGIET] Jaipur is a Private College, located in Jaipur, Rajasthan. Jagan Nath Gupta Institute of Engineering & Technology, [JNGIET] Jaipur offers 1 courses at the Bachelors Levels such as BTech in multiple disciplines."
"John Cox Memorial CSI Institute of Technology, Thiruvananthapuram","Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Private,3.4,N/A,2 Courses,KEAM,-/-,,"John Cox Memorial CSI Institute of Technology, Thiruvananthapuram is a Private College, located in Thiruvananthapuram, Kerala. John Cox Memorial CSI Institute of Technology, Thiruvananthapuram offers 2 courses at the Bachelors, Masters Levels such as BTech, MTech in multiple disciplines."
Travancore Engineering College,"Kollam, Kerala",Kollam,Kerala,Private,N/A,N/A,2 Courses,KEAM,-/-,,"Travancore Engineering College is a Private College, located in Kollam, Kerala. Travancore Engineering College offers 2 courses at the Bachelors, Masters Levels such as BTech, MTech in multiple disciplines."
"Amrita Vishwa Vidyapeetham Amritapuri Campus, [AVVAC] Kollam","Kollam, Kerala",Kollam,Kerala,Private,3.6,N/A,15 Courses,CAT,₹90 K-6.60 L,,"Amrita Vishwa Vidyapeetham Amritapuri Campus, [AVVAC] Kollam is a Private University, located in Kollam, Kerala. Amrita Vishwa Vidyapeetham Amritapuri Campus, [AVVAC] Kollam offers 15 courses at the Bachelors, Masters, Doctorate Levels such as BAMS, BBA, BCA, MCA, MSW, BCom, BSc, BTech, MD, MA, MBA, M.Com, MSc, MTech, PhD in multiple disciplines."
"Cochin Institute of Science and Technology, Ernakulam","Ernakulam, Kerala",Ernakulam,Kerala,Private,N/A,N/A,2 Courses,KEAM,₹3 L-4.96 L,,"Cochin Institute of Science and Technology, Ernakulam is a Private College, located in Ernakulam, Kerala. Cochin Institute of Science and Technology, Ernakulam offers 2 courses at the Bachelors, Masters Levels such as BTech, MTech in multiple disciplines."
Central Institute of Fisheries Nautical and Engineering Training (CIFNET),"Kochi, Kerala",Kochi,Kerala,Public,N/A,N/A,1 Courses,None,-/-,,"Central Institute of Fisheries Nautical and Engineering Training (CIFNET) is a Public College, located in Kochi, Kerala. Central Institute of Fisheries Nautical and Engineering Training (CIFNET) offers 1 courses at the Bachelors Levels such as BFSc in multiple disciplines."
Sreepathy Institute of Management and Technology,"Palakkad, Kerala",Palakkad,Kerala,Private,4.6,N/A,2 Courses,KEAM,-/-,,"Sreepathy Institute of Management and Technology is a Private College, located in Palakkad, Kerala. Sreepathy Institute of Management and Technology offers 2 courses at the Bachelors, Masters Levels such as BTech, MTech in multiple disciplines."
"Kottayam Institute of Technology And Science, Kottayam","Kottayam, Kerala",Kottayam,Kerala,Private,N/A,N/A,2 Courses,KEAM,-/-,,"Kottayam Institute of Technology And Science, Kottayam is a Private College, located in Kottayam, Kerala. Kottayam Institute of Technology And Science, Kottayam offers 2 courses at the Bachelors, Masters Levels such as BTech, MTech in multiple disciplines."
Mar Baselios Christian College of Engineering And Technology,"Idukki, Kerala",Idukki,Kerala,Private,N/A,N/A,2 Courses,KEAM,-/-,,"Mar Baselios Christian College of Engineering And Technology is a Private College, located in Idukki, Kerala. Mar Baselios Christian College of Engineering And Technology offers 2 courses at the Bachelors, Masters Levels such as BTech, MTech in multiple disciplines."
"Indian Management Academy, Ahmedabad","Ahmedabad, Gujarat",Ahmedabad,Gujarat,Private,N/A,N/A,4 Courses,None,-/-,,"Indian Management Academy, Ahmedabad is a Private College, located in Ahmedabad, Gujarat. Indian Management Academy, Ahmedabad offers 4 courses at the Masters, Postgraduate Diploma Levels such as Executive MBA, MBA, PGD, PGP in multiple disciplines."
"Madhuben & Bhanubhai Patel Women's Institute of Engineering, Anand","Anand, Gujarat",Anand,Gujarat,Private,3.3,N/A,1 Courses,None,₹2.13 L,,"Madhuben & Bhanubhai Patel Women's Institute of Engineering, Anand is a Private College, located in Anand, Gujarat. Madhuben & Bhanubhai Patel Women's Institute of Engineering, Anand offers 1 courses at the Bachelors Levels such as BTech in multiple disciplines."
"Shri S'ad Vidya Mandal Institute of Technology, Surat","Surat, Gujarat",Surat,Gujarat,Private,3.6,N/A,2 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/shri-sad-vidya-mandal-institute-of-technology-surat.jpg,"Shri S'ad Vidya Mandal Institute of Technology, Surat is a Private College, located in Surat, Gujarat. Shri S'ad Vidya Mandal Institute of Technology, Surat offers 2 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, ME in multiple disciplines."
Gujarat Power Engineering and Research Institute,"Mahesana, Gujarat",Mahesana,Gujarat,Private,N/A,N/A,2 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/gujarat-power-engineering-and-research-institute-mehsana.jpg,"Gujarat Power Engineering and Research Institute is a Private College, located in Mahesana, Gujarat. Gujarat Power Engineering and Research Institute offers 2 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, ME in multiple disciplines."
VVP Engineering College,"Rajkot, Gujarat",Rajkot,Gujarat,Private,3.4,N/A,2 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/vvp-engineering-college-rajkot.jpg,"VVP Engineering College is a Private College, located in Rajkot, Gujarat. VVP Engineering College offers 2 courses at the Bachelors, Masters Levels such as Bachelor of Engineering, ME in multiple disciplines."
"Indian Institute of Material Management, [IIMM] kolkata","Kolkata, West Bengal",Kolkata,West Bengal,Public,N/A,N/A,1 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/indian-institute-of-material-management-iimm-kolkata.jpg,"Indian Institute of Material Management, [IIMM] kolkata is a Public College, located in Kolkata, West Bengal. Indian Institute of Material Management, [IIMM] kolkata offers 1 courses at the Postgraduate Diploma Levels such as PGD in multiple disciplines."
KG Engineering Institute,"Bankura, West Bengal",Bankura,West Bengal,Private,N/A,N/A,1 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/kg-engineering-institute-bankura.jpg,"KG Engineering Institute is a Private College, located in Bankura, West Bengal. KG Engineering Institute offers 1 courses at the Bachelors Levels such as Bachelor of Engineering in multiple disciplines."
Quest Group of Institutions,"Mohali, Punjab",Mohali,Punjab,Private,2.2,N/A,2 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/quest-group-of-institutions-qgi-mohali.jpg,"Quest Group of Institutions is a Private College, located in Mohali, Punjab. Quest Group of Institutions offers 2 courses at the Bachelors, Masters Levels such as BTech, MBA in multiple disciplines."
"Rayat Institute of Engineering and Information Technology, [RIEIT] Ropar","Ropar, Punjab",Ropar,Punjab,Private,2.2,N/A,2 Courses,None,-/-,,"Rayat Institute of Engineering and Information Technology, [RIEIT] Ropar is a Private College, located in Ropar, Punjab. Rayat Institute of Engineering and Information Technology, [RIEIT] Ropar offers 2 courses at the Bachelors, Masters Levels such as BTech Hons, MTech in multiple disciplines."
Akal University,"Bathinda, Punjab",Bathinda,Punjab,Private,4.1,N/A,7 Courses,None,₹55 K-88 K,,"Akal University is a Private College, located in Bathinda, Punjab. Akal University offers 7 courses at the Bachelors, Masters, Doctorate Levels such as BA Hons, BCom, BSc Hons, MA, M.Com, MSc, PhD in multiple disciplines."
Indo Global College of Architecture,"Mohali, Punjab",Mohali,Punjab,Private,N/A,N/A,1 Courses,None,-/-,,"Indo Global College of Architecture is a Private College, located in Mohali, Punjab. Indo Global College of Architecture offers 1 courses at the Bachelors Levels such as B.Arch in multiple disciplines."
"GITAM Institute of Technology, [GITAMIT] Vishakhapatnam","Visakhapatnam, Andhra Pradesh",Visakhapatnam,Andhra Pradesh,Private,3.7,N/A,5 Courses,NATA,-/-,,"GITAM Institute of Technology, [GITAMIT] Vishakhapatnam is a Private College, located in Visakhapatnam, Andhra Pradesh. GITAM Institute of Technology, [GITAMIT] Vishakhapatnam offers 5 courses at the Bachelors, Masters Levels such as B.Arch, B.Pharmacy, BTech, M.Pharm, MTech in multiple disciplines."
Lenora College of Engineering,"East Godavari, Andhra Pradesh",East Godavari,Andhra Pradesh,Private,N/A,N/A,2 Courses,AP EAMCET,-/-,,"Lenora College of Engineering is a Private College, located in East Godavari, Andhra Pradesh. Lenora College of Engineering offers 2 courses at the Bachelors, Masters Levels such as BTech, MTech in multiple disciplines."
"QIS Institute of Technology, [QISIT] Prakasam","Prakasam, Andhra Pradesh",Prakasam,Andhra Pradesh,Private,2.2,N/A,3 Courses,None,-/-,,"QIS Institute of Technology, [QISIT] Prakasam is a Private College, located in Prakasam, Andhra Pradesh. QIS Institute of Technology, [QISIT] Prakasam offers 3 courses at the Masters, Bachelors Levels such as MCA, BTech, MTech in multiple disciplines."
"Viswanadha Institute of Technology & Management, Visakhapatnam","Visakhapatnam, Andhra Pradesh",Visakhapatnam,Andhra Pradesh,Private,N/A,N/A,3 Courses,None,-/-,,"Viswanadha Institute of Technology & Management, Visakhapatnam is a Private College, located in Visakhapatnam, Andhra Pradesh. Viswanadha Institute of Technology & Management, Visakhapatnam offers 3 courses at the Bachelors, Masters Levels such as BTech, MBA, MTech in multiple disciplines."
Sai Group of Institutions,"Dehradun, Uttarakhand",Dehradun,Uttarakhand,Private,4.0,N/A,13 Courses,None,-/-,,"Sai Group of Institutions is a Private College, located in Dehradun, Uttarakhand. Sai Group of Institutions offers 13 courses at the Bachelors, Masters Levels such as BBA, BCA, BPT, MHA, MFC, MPT, BA, BCom, BSc, MA, MBA, MSc, BHA in multiple disciplines."
"Sityog Institute of Technology, Aurangabad","Aurangabad, Maharashtra",Aurangabad,Maharashtra,Private,3.5,N/A,2 Courses,JEE Main,-/-,,"Sityog Institute of Technology, Aurangabad is a Private College, located in Aurangabad, Maharashtra. Sityog Institute of Technology, Aurangabad offers 2 courses at the Bachelors Levels such as BCA, BTech in multiple disciplines."
United School of Business Management,"Bhubaneswar, Odisha",Bhubaneswar,Odisha,Private,N/A,N/A,2 Courses,ATMA,-/-,,"United School of Business Management is a Private College, located in Bhubaneswar, Odisha. United School of Business Management offers 2 courses at the Masters Levels such as MCA, MBA in multiple disciplines."
Padmanava College of Engineering,"Rourkela, Odisha",Rourkela,Odisha,Private,3.1,N/A,1 Courses,OJEE,-/-,,"Padmanava College of Engineering is a Private College, located in Rourkela, Odisha. Padmanava College of Engineering offers 1 courses at the Bachelors Levels such as BTech in multiple disciplines."
DAV School of Business Management,"Bhubaneswar, Odisha",Bhubaneswar,Odisha,Private,2,N/A,1 Courses,None,-/-,,"DAV School of Business Management is a Private College, located in Bhubaneswar, Odisha. DAV School of Business Management offers 1 courses at the Bachelors Levels such as BCom in multiple disciplines."
Konark Institute of Science and Technology (KIST),"Bhubaneswar, Odisha",Bhubaneswar,Odisha,Private,3.4,N/A,4 Courses,OJEE,-/-,,"Konark Institute of Science and Technology (KIST) is a Private College, located in Bhubaneswar, Odisha. Konark Institute of Science and Technology (KIST) offers 4 courses at the Masters, Bachelors Levels such as MAM, BTech, MBA, MTech in multiple disciplines."
"Sophitorium Engineering College, Khorda","Puri, Odisha",Puri,Odisha,Private,N/A,N/A,1 Courses,None,-/-,,"Sophitorium Engineering College, Khorda is a Private College, located in Puri, Odisha. Sophitorium Engineering College, Khorda offers 1 courses at the Bachelors Levels such as Bachelor of Engineering in multiple disciplines."
DRIEMS Group of Institutions,"Cuttack, Odisha",Cuttack,Odisha,,3.6,N/A,4 Courses,None,-/-,,"DRIEMS Group of Institutions is a , located in Cuttack, Odisha. DRIEMS Group of Institutions offers 4 courses at the Bachelors, Masters Levels such as BBA, BCA, BSc, MBA in multiple disciplines."
"Patel Institute of Science and Management, [PISM] Bangalore","Bangalore, Karnataka",Bangalore,Karnataka,Private,N/A,N/A,5 Courses,None,-/-,,"Patel Institute of Science and Management, [PISM] Bangalore is a Private College, located in Bangalore, Karnataka. Patel Institute of Science and Management, [PISM] Bangalore offers 5 courses at the Bachelors, Masters Levels such as BBA, BCA, BA, BCom, MBA in multiple disciplines."
"Administrative Management College, [AMC] Bangalore","Bangalore, Karnataka",Bangalore,Karnataka,Private,3.6,N/A,9 Courses,CAT,₹1.20 L-3.84 L,,"Administrative Management College, [AMC] Bangalore is a Private College, located in Bangalore, Karnataka. Administrative Management College, [AMC] Bangalore offers 9 courses at the Bachelors, Masters, Postgraduate Diploma Levels such as BBA, BCA, BHM, MCA, BCom, BSc, MBA, MSc, PGD in multiple disciplines."
"Reva Institute of Science and Management, [RISM] Bangalore","Bangalore, Karnataka",Bangalore,Karnataka,Private,2.9,N/A,7 Courses,None,-/-,,"Reva Institute of Science and Management, [RISM] Bangalore is a Private College, located in Bangalore, Karnataka. Reva Institute of Science and Management, [RISM] Bangalore offers 7 courses at the Bachelors, Masters Levels such as BBM, BCA, BCom, BSc, MBA, M.Com, MSc in multiple disciplines."
"Xaviers Institute of Business Management Studies, [XIBMS] Hyderabad","Hyderabad, Telangana",Hyderabad,Telangana,Private,N/A,N/A,6 Courses,None,-/-,,"Xaviers Institute of Business Management Studies, [XIBMS] Hyderabad is a Private College, located in Hyderabad, Telangana. Xaviers Institute of Business Management Studies, [XIBMS] Hyderabad offers 6 courses at the Bachelors, Certificate, Doctorate, Diploma Levels such as BMS, CFA, PhD, CA, Advance Certificate, Advance Diploma in multiple disciplines."
"Guru Raghavendra Vidyadeep Business Management Academy, [GRV] Bangalore","Bangalore, Karnataka",Bangalore,Karnataka,Private,4.0,N/A,3 Courses,CAT,-/-,,"Guru Raghavendra Vidyadeep Business Management Academy, [GRV] Bangalore is a Private College, located in Bangalore, Karnataka. Guru Raghavendra Vidyadeep Business Management Academy, [GRV] Bangalore offers 3 courses at the Bachelors, Masters, Postgraduate Diploma Levels such as BCom, MBA, PGD in multiple disciplines."
"Achutha Institute of Technology, [AIT] Bangalore","Bangalore, Karnataka",Bangalore,Karnataka,Private,2.4,N/A,1 Courses,None,-/-,,"Achutha Institute of Technology, [AIT] Bangalore is a Private College, located in Bangalore, Karnataka. Achutha Institute of Technology, [AIT] Bangalore offers 1 courses at the Bachelors Levels such as Bachelor of Engineering in multiple disciplines."
"Achutha Institute of Technology, [AIT] Chikkaballapura","Chikkaballapur, Karnataka",Chikkaballapur,Karnataka,Private,N/A,N/A,1 Courses,KCET,-/-,https://media.getmyuni.com/azure/college-image/small/achutha-institute-of-technology-ait-chikkaballapura.jpg,"Achutha Institute of Technology, [AIT] Chikkaballapura is a Private College, located in Chikkaballapur, Karnataka. Achutha Institute of Technology, [AIT] Chikkaballapura offers 1 courses at the Bachelors Levels such as BTech in multiple disciplines."
